id,title,content,voteSum,voteCount,rating,updated,version
8609793059,Some thoughts.,Love the convenience of the app but wish there was an easy way to 1) print and 2) share with others who don’t have the app.,0,0,4,2022-04-26T17:34:20-07:00,6.4.9
8602313065,Peyton,This app is great!,0,0,5,2022-04-24T11:53:29-07:00,6.4.9
8596040547,The bane of my existence,"Sports Engine has many great features, and over the years all of my sons’ teams have come to use it. But recently it has become very slow and prone to crashing. It can take up to 5 tries to load the details of a scheduled practice or game because the app keeps timing out or freezing before it can load the data. I depend on this app to coordinate my family’s complex sports schedule and it has become a major source of frustration for me and my husband. Please fix the lags and crashes!!!!",1,1,1,2022-04-22T18:14:30-07:00,6.4.9
8591566820,Constantly signs me out,Not sure if this is a new bug or what but the app constantly signs me out. I get notifications of chat messages. Tapping them to read takes me to the app but I need to sign in first which is super inconvenient. Never used to do that. Otherwise app works well.,1,1,1,2022-04-21T10:23:55-07:00,6.4.9
8587983611,Poor performance,"Quite possibly the worst performing app I have. The features are good, UI is nice but the performance and reliability is terrible. Constantly stalls out, doesn’t recognize I’m already a member of either or both active teams unless I force quit and re-open. The worst part is every so often notifications just stop working for no reason even though my settings haven’t changed. I have to log out and log back in to get them to work again. This has been ongoing for quite some time.",1,1,1,2022-04-20T09:14:17-07:00,6.4.8
8587513385,Good,Good,0,0,5,2022-04-20T06:36:13-07:00,6.4.8
8585738460,Coaching,I’m coaching my son (3-4 grade) and my daughter ( high school ) This helps me juggling both teams,0,0,5,2022-04-19T17:48:32-07:00,6.4.8
8582059629,Sign In with Apple,Please add this feature. You took a step backwards getting rid of Google and Facebook. At least that was something.,0,1,2,2022-04-18T16:00:54-07:00,6.4.8
8568789826,Horribly unreliable,"One of the slowest, most unreliable apps ever encountered: crashes abt 70% of the time",1,1,1,2022-04-14T22:52:58-07:00,6.4.7
8557228999,User friendly,One of the easiest to use. Grandpa approved.,0,0,5,2022-04-11T14:49:57-07:00,6.4.7
8551248442,Too many glitches,I run 9 teams on the mobile app platform. Too many times the screen glitches and shows incorrect info or says I’m not authorized to view a team even though I’m the main admin. Just not good,0,0,1,2022-04-09T22:52:37-07:00,6.4.7
8547019956,Molasses in Winter,This app is ridiculously slow to respond to user actions. It’s awful to use.,0,0,1,2022-04-08T19:23:17-07:00,6.4.6
8542265555,Can’t even sign up,Downloaded app today. Entered my email address. Hit the “next” button and nothing happens.,0,0,1,2022-04-07T10:36:36-07:00,6.4.6
8539200281,Won’t let me create an account!!,"This seems like a really helpful app, but I wouldn’t know because it won’t let me create an account! It says I need to comply with some restrictions, but it doesn’t say how to do that. If I could use this app though it seems very useful!",0,0,2,2022-04-06T13:42:00-07:00,6.4.6
8538530608,Unusable can’t login,"Downloaded, created an account, received the activation email, clicked the link, app opens up and it doesn’t log me in, I click back to login, put email address in and it starts back at sending me an activation link. Did this 4 times, restarted iPhone, removed app, restarted iPhone, reinstalled and tried again 4 times with no change. App is now deleted.",0,0,1,2022-04-06T09:07:57-07:00,6.4.6
8535856159,Awesome,Awesome,0,0,5,2022-04-05T15:12:39-07:00,6.4.6
8530539957,East Rutherford Little League,Love it very easy to use! Great communication!,0,0,5,2022-04-04T04:44:00-07:00,6.4.6
8512556507,Does not show any event,I have a lot of event this season but almost always show “No new events”. It was working fine last season but this app getting worse.,0,0,1,2022-03-30T09:04:30-07:00,6.4.5
8509752048,It wont load,"I am a Referee and use we use this app. However, the neither the website or the app will stop buffering",0,0,1,2022-03-29T14:52:17-07:00,6.4.5
8499175290,Pretty good,"Marginally good app, leaves a lot to be desired in terms of glitchy and and feels amateurish. But pretty helpful managing a team!",0,0,4,2022-03-26T15:15:53-07:00,6.4.5
8495848846,App never works!,"I’m a parent of an athlete and Sports Engine is useless. The app crashes, freezes, and refuses to load 99% of the time. This has been going on for months, and their support does nothing. It’s not just me either - Sports Engine is the #1 parent complaint on the sidelines (even more than the refs)! I am going to be so happy next year when our soccer club moves to a new platform.",0,1,1,2022-03-25T18:49:23-07:00,6.4.5
8494987360,What happened,This app used to be great but now it is nothing but glitches. I don’t know what happened but it is not what it used a few years ago.,0,0,3,2022-03-25T12:36:50-07:00,6.4.5
8473760740,I love it,It is great at does what it is supposed to do,0,0,5,2022-03-19T13:29:10-07:00,6.4.5
8470072850,Real time!,I’m loving getting cancellations and updates real time!! This app is a fantastic resource!,0,0,5,2022-03-18T14:24:32-07:00,6.4.5
8469702496,Horrible. If you are a coach don't use this app.,"I have played volleyball for several years at on national travel team. This app has by far been THE WORST app that any of my coaches have EVER used to schedule practices. This app is extremely slow and buggy. Everytime I open it up, it takes a good five minutes to load up and the most I can do is RSVP for 1 practice before it freezes up and refuses to work. To the creators of this app, did you make it on a microwave? This app is truly horrid, and I pray for whoever has to use it next. If i could rate this a 0 I would, unfortunately, the lowest I can give it is a 1.",0,0,1,2022-03-18T11:47:54-07:00,6.4.5
8463195323,So slow,Yes it’s convenient. The layout and access to multiple teams are great but it’s so slow. Pulling up the game schedule or the RSVP takes over a minute. And the only way to fix this problem is to delete and reinstall. It wasn’t like this in the previous version.,0,0,2,2022-03-16T16:27:30-07:00,6.4.5
8459448364,Chat doesn't Notify,SportsEngine- your app is literally the only app that when a new Message in the chat is received it does not proactively notify you on your phone. I see messages in the chat that are a week old. Everyone in my chat complains about the same thing. how do you not know about this?,0,0,1,2022-03-15T14:32:41-07:00,6.4.5
8427043481,Broken,"No matter how many times you open a chat, the unread notification will not go away. Slow app.",0,0,1,2022-03-06T07:12:50-07:00,6.4.0
8418285367,Horrible app,This app doesn’t work well I wish the team were my kids play used a different method of communication,0,0,2,2022-03-03T22:53:09-07:00,6.4.0
8403097805,Chat Notifications are missing,I have missed chat notifications since February & so has our coach and the rest of our team. I updated the app last week but it in not fixed.,0,0,2,2022-02-27T11:51:35-07:00,6.3.1
8389654509,Not impressed,"Just downloaded this app since my daughter’s volleyball club uses Sports Engine. I’ve added her team to my Favorites at least 12 times and it won’t stay added. If I can’t save her team info, the app is useless to me.",0,0,1,2022-02-23T18:30:22-07:00,6.3.1
8359194934,Mobile App is Inconsistent,"Sometimes I open a game and see all the tabs. Other times I open it and see nothing. Sometimes I open the stats page and it works, other times I open it and get nothing. Sometimes I open the app and it says I have to login, then I close the app and reopen it and I magically don’t have to login… It’s pretty obvious you guys built the mobile app with async libraries, but you haven’t done a very good job to be honest. You really need to work on making certain components in the web view static and rendering a loading component on the sub component blocks.",0,0,2,2022-02-15T10:31:26-07:00,6.3.1
8356350166,Helps with communication,The best thing about this app is how it puts you I tough with the parents and players.,0,0,5,2022-02-14T15:37:07-07:00,6.3.1
8355204471,Multiple ‘Game in Progress’ Notifications,"When this app recently updated it seems more problems came along. App is very slow to load, no more RSVP function for team attendance and constant game in progress notifications after the game has started…about every four minutes. Also, chat function doesn’t consistently relay messages. We are required to use this app for our league so please make it more user friendly. Update 2/14/22: 2 stars to 4 stars…The RSVP function and chat have returned back to a user friendly place but this past weekends tournament still sent me multiple game in progress notifications during the course of the game.",0,0,4,2022-02-14T07:31:44-07:00,6.3.0
8353448290,Schedule updates not being reflected,"I’m happy the chat and notifications have been fixed, but lately I’ve noticed schedule updates aren’t being saved properly. The admin for our team will make a change to a scheduled event, the notification is received that a change was made, but the schedule shows no change occurred. It’s frustrating to keep the team updated when changes don’t flow through the update process properly.",0,0,3,2022-02-13T19:52:49-07:00,6.3.0
8348760883,Worst app ever,Please just sell your site to aol. It's so bad even in 1980s it would be outdated and inefficient,0,0,1,2022-02-12T13:48:22-07:00,6.3.0
8348704657,What happened to the RSVP screen?,App notification alerts don’t work consistently. Also the RSVP screen when you click on an event is not longer there.,0,0,2,2022-02-12T13:23:31-07:00,6.3.0
8348317607,Picture difficulty,Difficult to upload pictures. Needs gallery or folders dedicated to each game or uploader,0,0,3,2022-02-12T10:50:09-07:00,6.3.0
8347541171,Sports Engine App is pretty useless,My kids’ clubs have been using the Sports Engine app for several years now. It has such limited functionality and even the basics are fluky. Sometimes we can see player availability and sometimes you can’t. There seems to be no rhyme or reason as to why sometimes the info is there and other times it’s not. Also there is no way to send a message to select parties instead there is just a group chat. TeamSnap was so much more intuitive and had much better functionality. SportsEngine offers little usefulness.,0,0,1,2022-02-12T06:45:50-07:00,6.3.0
8340144335,Update,RSVP’s have disappeared after the update. Can no longer see the teams RSVPs for events. **latest update corrected the issue. Thank you!**,0,0,4,2022-02-10T06:07:57-07:00,6.3.0
8338763143,The latest update made it worse,It keeps loading forever when I switch between tabs. All photos and past chats are gone. - update Thanks for fixing the bugs mentioned above. But we have another problem now. The app keeps crashing today! - Thank you so much for fixing the bugs! It’s all good now.,0,0,5,2022-02-09T21:25:07-07:00,6.3.0
8338137005,Updated: New update fixed issues,It used to work great but now the event screen doesn’t allow me to look at details or rsvp. The rsvp doesn’t show anymore. Update: The 6.3 update seems to have fixed the problems I was having. Thank you.,0,0,4,2022-02-09T17:10:01-07:00,6.3.0
8335143569,Responses to events are missing,"Since the new update, I can no longer see who on the team is attending or not attending an event. Was that intentionally removed? Is there a way to bring that back? It was very useful information! The chat feature is better, but this app still needs some work. Updating personal information does not save.",0,0,3,2022-02-08T21:16:39-07:00,6.2.2
8333004406,Numerous issues,The latest issue that started about a week ago is that the RSVP tab is missing. It’s really inconvenient. Coaches cannot see who has rsvp and parents can’t see it so we can’t arrange for transportation.,0,0,1,2022-02-08T06:34:03-07:00,6.2.2
8332649124,Worthless junk,Never works. Constant updates that decrease functionality. RSVP ability gone. Serves no purpose anymore.,0,0,1,2022-02-08T04:41:58-07:00,6.2.2
8331035574,Used to be GREAT - What happened??,"This app was so helpful in so many past seasons but this year it has been nothing but glitches and inconsistencies. Here are the two major issues not just myself, but everyone else I know using this app, is currently experiencing: - Not receiving notifications!! This one is pretty major. Two kids on two different teams and one of my teams isn’t using the app because none of the parents are being notified of Chats this year. The other team is still using it unfortunately and it’s already causing miscommunication and missed message issues. We have all made sure nothing is muted, our phone push notifications are on. It’s ridiculous. - Phone numbers are not adding / saving properly. My primary phone listed is my own cell- my secondary number is my spouses phone and yet my spouses number is the only one that shows up when someone needs to reach me. I’ve tried changing this multiple times and other moms on the team are having similar issues. We have even tried fixing it on computers and as a last resort I had to take my spouses number off “secondary” so that mine would show as primary. But anytime a secondary is re-added, it re changes what shows as primary on my profile. Very frustrating.",0,0,1,2022-02-07T17:34:35-07:00,6.2.2
8312265931,Bug Ridden - Devs Should be Embarrassed,"Been having to use this app for years, it’s garbage. 50% of the you can’t even update a score without an error.",0,0,1,2022-02-02T15:44:07-07:00,6.2.2
8309365553,The App Isn’t Reliable,"Chat notifications never show up. Schedule takes forever to load and sometimes doesn’t load at all, but acts like it loaded. Basically leaving you not knowing if you have a day off or if the app just failed to load your practice time foe the day.",0,0,1,2022-02-01T20:51:02-07:00,6.2.1
8307380175,Trouble with chat,When app was updated the chat was messed up. The messages did not say who they were from.,0,0,3,2022-02-01T07:18:54-07:00,6.2.1
8303985794,"When it works, it is very good. When it doesn’t, it is super frustrating","When the app is working properly, it works well keep our teams and coaches up to date. But when it is unstable, it is super frustrating. I periodically need to delete and reinstall it.",0,0,2,2022-01-31T08:52:29-07:00,6.2.1
8299780856,Update Too Frequently,"Every month or in recent one a week, I was forced to update the app. Do you really need to update that frequently? Update should be optional, not mandated. I am going to delete this app once the hockey session is over.",0,0,1,2022-01-30T06:08:54-07:00,6.2.1
8298169242,Can’t see who’s attending anymore,Please fix,0,0,1,2022-01-29T19:34:09-07:00,6.2.1
8294205440,Chat won’t work on latest version.,I can’t get chat notifications or even open the chat screen on the new version. Is it possible for me to download the old version?,0,0,1,2022-01-28T18:35:31-07:00,6.2.1
8292436836,New update is terrible,Prior to the new update I found this app helpful to manage all of my kids teams—but the forced update just messed everything up—chats and rsvp. Please fix it!,0,0,5,2022-01-28T06:56:22-07:00,6.2.1
8290694405,Constant updates,"I can’t open the app because it needs an update. The update won’t work, so now there’s no way to see my schedule without it.",0,0,1,2022-01-27T19:44:43-07:00,6.2.1
8289886621,Chat and RSVP issues,"Great app before, recently filled with bugs and loading issues. The rsvp function isn’t working for the events and doesn’t show any of the players, chat is super hit or miss. Was hoping the update would fix it but just created more issues, please fix soon!",0,0,1,2022-01-27T14:04:27-07:00,6.2.1
8284863087,Newest update is horrible,"Update: I reached out thru app to SE, they reinstated our old chat (pre update) and deleted everything new. So after planning a whole team gathering for an upcoming out of state tourney- all the new info was wiped. Still frustrated. Deleted our entire season chat and now shows no user names. Everyone is unknown. Can’t even see a list of chat members anymore. Instead of fixing chat issues it made them way worse!",0,0,2,2022-01-26T05:57:46-07:00,6.2.0
8278882933,Newest Update (1/22/2022) = Brutal,"I have 5 kids who all have played multiple sports. SportsEngine has been a great way to track schedules, chat with other parents and check roster info for years! Unfortunately this last update has been rough. We (everyone on all of my kids’ current teams) were forced to update the app on the same day. Upon updating, everyone lost their entire chat threads. The chat threads are more cumbersome to fine (used to be able to navigate to “Chat” and see which teams had new messages - now have to navigate from one team to another in order to see if new messages were there.) Can’t see who is sending chats. Used to list the parent’s name - now it just lists a phone number. I am optimistic this will all be fixed soon, because historically this has been a great app! But rating this version a 2 for all the lost user friendliness.",0,0,2,2022-01-24T14:41:13-07:00,6.2.0
8277756471,Update is terrible,"The latest update (1/23/22) totally ruined the app. The chat feature is totally broken—past conversations are gone and new conversations all say they are from “undisclosed” person. There’s no way to know who is saying what!! Would give zero stars if possible. Push notifications don’t work anymore, either. Wasn’t this update supposed to make these things better?????",0,0,1,2022-01-24T07:24:18-07:00,6.2.0
8275626829,Forced update might have forced us to change platforms,The forced update just screwed everything up. I sure hope SE is prepared to deal with this. The app gets worse every update.,0,0,1,2022-01-23T17:53:21-07:00,6.2.0
8275559653,Not dependable,App was recently updated and wiped my account clean. I have a Big tournament coming up next week out of state and now I have very limited to no communication with my team.,0,0,3,2022-01-23T17:26:58-07:00,6.2.0
8273131843,One of the worst apps I’ve ever used,"I am forced to use this app by my hockey club when there are other apps to track games and lineups that are far better. The app and website never work well. The website crashes all the time. The app says I have unread messages no matter how many time I check them. The user experience is slow. I am a software developer, I’m begging you…..please make an api available so that I can make my own wrapper for your services. This app makes me angry every day…..",0,0,1,2022-01-23T03:32:27-07:00,6.2.0
8272072190,Messed Up Everything,"With the latest update, all chat history has gone, all team members are showing as not accepted invitation to the group even though we’ve been using it for the past 6months. Chat names no longer show up - everyone is unknown user. My goodness, could you have stepped on any more code in your “improvements”??!! App is now a joke and it wasn’t that great in the first place. Time hire a software team that actually knows what they are doing…",0,0,1,2022-01-22T20:39:07-07:00,6.2.0
8271945485,Recent update is a disaster,Lost all of our chats since recent update. Members were removed from teams. Reset back to the way it was! New update is garbage!,0,0,1,2022-01-22T19:49:00-07:00,6.2.0
8271523726,Behind on a few functions and latest update…,"First - the latest update wiped out my chat history. I cannot look at all my teams chats. This really is not helping things. Secondly - compared to other services the app could use some updated features - COVID Health Screening, Injury reporting, better scheduling functionality, scoring of games should be more intuitive and allow player stats to be entered. With the lack of app improvements we may look to other companies to provide the services SportsEngine provides.",0,0,3,2022-01-22T17:09:51-07:00,6.2.0
8271359398,Update,This update made chat much LESS friendly. Everyone is now unknown. Harder to get to just the chat. Need to fix.,0,0,2,2022-01-22T16:03:07-07:00,6.2.0
8271250599,Update,"I hate this app. The RSVP feature is constantly wrong, the notifications work on and off, and the scheduling feature doesn’t always update. If my club didn’t force me to use this crap service I’d ditch it immediately.",0,0,1,2022-01-22T15:16:20-07:00,6.2.0
8271172809,New update broke chat and push notifications,"Newest update deleted all previous team chats, removed our usernames from everyone on the team and no longer sends push notifications when chats are sent.",0,0,1,2022-01-22T14:42:50-07:00,6.2.0
8271076054,Completely ruined the app,"Chats disappear. Teams disappear. Players randomly deleted off the team roster including their stats, which takes us volunteer coaches Hours to fix. Turn off chat notifications and they still blow up your phone at all hours of the day. You don’t get one notification, you get three in a row, which drains your smartwatch battery in 5 hours. What, on earth, did you guys do?!?! An etch-a-sketch is more reliable than this!",0,0,1,2022-01-22T14:01:34-07:00,6.2.0
8270997015,Chat not working after update,My chat is now completely disabled after the update. How do I get it restored?,0,0,1,2022-01-22T13:28:49-07:00,6.2.0
8270945726,Slow and crashes,"I have issues with changing events, the app crashing and loading events. Yea’m even on the web page through a LAN connection and the website isn’t loading either. Is there something that can be done about this? Very hard to manage a team with these issues.",0,0,1,2022-01-22T13:08:10-07:00,6.2.0
8270890656,What happened?!,"With the recent forced update, our team has lost all our previous chat information. I’m also no longer receiving notifications of any kind, even though my account is set to receive all notifications. I’d say the recent update and “bug fixes” were unsuccessful. I hope the fixes are soon fixed! 👎🏼",0,0,1,2022-01-22T12:46:02-07:00,6.2.0
8270715929,I’m sure the app is great when the person operating it is competent and has a work ethic.,I’m sure the app is great when the rink/person operating it is competent and has a work ethic.,0,0,1,2022-01-22T11:38:52-07:00,6.2.0
8270452061,Update 6.2.0 garbage,"It’s laughable they say updated chat features and notification issues in this new release. I guess one way to take care of the issues is to have them not work at all, because that’s exactly what happened. Only access through the team now to get to the chat. No notification of any sort when there is a chat message. All old chat messages deleted. The app is always glitchy, but no update has been an improvement in my experience.",0,0,1,2022-01-22T10:06:37-07:00,6.2.0
8270335010,Update insufficient,Latest update is worse than the version I already had. Nothing is loading.,0,0,1,2022-01-22T09:28:16-07:00,6.2.0
8270318075,Update hasn’t been seemless,"I have only had sports engine since November. I noticed this week that there was an update available and needed as the version I had ws not supported. So, after doing the update I have missed messages and schedule updates. Not sure how they didn’t show up timely, but something happened. My mom said my phone had a notification about a parent meeting. When she brought me the phone I could find no info or notice anywhere about a parent meeting. A couple days later I noticed that there was a parent meeting on the schedule that night, but it wasn’t there when I had looked prior. The update completely wiped out all prior chat messages as well. Now the chat menu at the bottom of the screen doesn’t connect with the team. I can only access the chat when I go into the team and from that menu, select chat. No more shortcut for me. I didn’t have an issue with the previous version, but this one has some glitches for sure! With about 5 or 6 weeks left of the season, wish I could undo the update.",0,0,3,2022-01-22T09:22:51-07:00,6.2.0
8270209446,"New update, cannot see RSVPs",I cannot see any RSVPs except for my own kid. Can you fix this?,0,0,2,2022-01-22T08:50:09-07:00,6.2.0
8270119935,Mostly Great,"I would definitely give this five stars, except that every time it runs an update something stops working. I ran an update a couple of days ago and now my chat has disappeared. I love the schedule and that I can import it to my google calendar, but the updates are clunky.",0,0,4,2022-01-22T08:22:12-07:00,6.2.0
8270040559,Forced app update made things worse,"Not only did the forced app update not fix the chat-related bugs, but it deleted the entire chat history! A season’s worth of information!",0,0,1,2022-01-22T07:58:05-07:00,6.2.0
8269984977,Still frustrated after chat update,"I want this to be a good app, but there are still issues. The chat feature is still buggy, as is the RSVP function - it will only show your player's response, even as a team manager. The ""add note"" feature for RSVPs will let you type, but won't attach to the RSVP. The Messages feature also runs the ""spinny wheel of death"" and will sometimes crash/freeze the app. So frustrating.",0,0,2,2022-01-22T07:41:13-07:00,6.2.0
8269978073,CHAT Update,WHY a did the update wipe out my chats???? Should have been warned that would happen!,0,0,1,2022-01-22T07:39:11-07:00,6.2.0
8269696144,Version 6.2.0,The chat feature does NOT load!!,0,0,1,2022-01-22T06:16:13-07:00,6.2.0
8268720420,Chat issues following recent update,"After the recent update, the chat is not working on my iPhone. Which is funny, because the update was to fix issues with the chat room.",0,0,3,2022-01-22T00:40:56-07:00,6.2.0
8268183820,Messages,I needed to update app and as soon as I did I am unable to access prior messages. Big problem since we have tournament in the morning and I am unable to see instructions sent out by the coach.,0,0,1,2022-01-21T20:57:56-07:00,6.2.0
8268024058,Update Killed Chat,"Was a decent app until forced update lost the historical chat stream. Lost we’re pics, links, highlights, event details. On top of that, I cannot connect with my players’ parents in the chat now. Why force the update? Was working fine.",0,0,2,2022-01-21T19:54:27-07:00,6.2.0
8267920887,Just got worse,"Since the update last week, I can no longer view my teams schedule or view our team chat. Ughhh.",0,0,1,2022-01-21T19:15:31-07:00,6.2.0
8267544275,Chat not working,What happened to the chat? No more notifications and everyone is showing up a unknown user.,0,0,1,2022-01-21T16:51:56-07:00,6.2.0
8267458501,Latest update lost Chat history,I was forced to update this app tonight and the chat history for all my teams is gone. We have tournaments this weekend and are scrambling to establish different communication streams. Please bring it back,0,0,2,2022-01-21T16:17:08-07:00,6.2.0
8267437483,Help!,Where is all my stuff??? I now only have 2 members - me and my daughter. Another mom on my team is having the same issue. What's up???,0,0,1,2022-01-21T16:08:24-07:00,6.2.0
8267302713,Chat not working after the update,"After the last update, half of our team are no longer able to use the Chat, all previous chat history wiped out, can’t receive any new chat messages and the app kept crashing.",0,0,1,2022-01-21T15:10:14-07:00,6.2.0
8267189410,Since update chat not working,"Since the update happened our team chat does not work, no names show up. No alerts come through for anyone.",0,0,1,2022-01-21T14:20:06-07:00,6.2.0
8266449898,Lost entire chat history,Updated the app and now the chat history is gone and no one on the team is in my chat screen. Ugh!,0,0,3,2022-01-21T09:25:25-07:00,6.2.0
8265751525,Great Communication,I,0,0,5,2022-01-21T05:40:17-07:00,6.2.0
8265531684,Latest Update Purges Team Chat,Decent application was hoping for some cool enhancements but the latest up erased this hockey session team chats and it still feels and looks much the same.,0,0,3,2022-01-21T04:30:57-07:00,6.2.0
8263498997,The world’s worst app get worse!,"January 20th 2022, new update was done and my word it is brutally bad! The app was already the worst app in the history of apps, but this update has amplified it. Notifications automatically disabled, so had to be turned back on. App crashes as soon as you click on any tab. Can’t wait to be done with this come June!",0,0,1,2022-01-20T14:32:52-07:00,6.2.0
8251914758,“Like” options for Chat,"The only thing I would suggest is that the “Like” in the Chat have a “thumbs up” added as an option since the “Love heart” doesn’t always apply. Sincerely, A Hockey Mom",1,1,5,2022-01-17T11:32:29-07:00,6.1.5
8233115350,Very helpful,Love your app! An easy way to communicate with our team parents.,0,0,5,2022-01-12T11:04:37-07:00,6.1.5
8229874567,Anti user friendly,So difficult to get used to and the app is next to useless.,0,0,1,2022-01-11T13:11:40-07:00,6.1.5
8226159726,Simplicity at its best,a problem solver!,0,0,5,2022-01-10T11:11:15-07:00,6.1.5
8224243297,Outrageous processing fees,"The processing fees for payments are outrageous. I feel ripped off every time I have to pay for my kids event. I’d rather the money go towards the team, not NBC Universal. The help desk reps are unprofessional and sassy. The app, by the way, tracks everything on you phone. Use the app with caution.",0,0,1,2022-01-09T22:39:00-07:00,6.1.5
8215853342,Great App!!,"Really makes communicating with families simple in regards to game and practice attendance. Easy to use, very small learning curve! Love it!",0,0,5,2022-01-07T15:46:50-07:00,6.1.5
8212472267,Big problem,I tap next and nothing happens this has never happened before and I’m just confused so I can no Longer use this app,0,0,3,2022-01-06T17:06:55-07:00,6.1.5
8205009369,Irritating,"The chats are hit and miss if they’ll load. I’ll get notifications that there’s new chat messages, but when I open the app to read them, it either doesn’t load the chat at all, or it doesn’t show the latest conversation. I wish the developers would fix this already! Never have a problem with Team Snap.",1,1,1,2022-01-04T16:03:34-07:00,6.1.5
8197343721,Lots better,Several Years ago it was not user friendly especially for grandparents. Much better now. Thank you,0,0,5,2022-01-02T14:50:37-07:00,6.1.5
